name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,state,status
Rina Ennals,1981-04-27,1948,92124,2012-07-21,1542.0,1341.0,41,San Diego,San Diego County,CA,high risk
Seymour Zawacki,2002-06-06,2065,92195,2010-12-17,1830.0,1592.0,20,San Diego,San Diego County,CA,high risk
Xiomara Blanks,1970-08-15,2440,92165,2011-07-13,2171.0,1974.0,52,San Diego,San Diego County,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,2010-12-15,2183.0,1747.0,122,San Diego,San Diego County,CA,high risk
Mariette Frink,1900-01-01,1587,92116,2011-08-26,2222.0,1933.0,122,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2010-10-13,1834.0,1668.0,73,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2010-05-07,2377.0,1902.0,42,San Diego,San Diego County,CA,high risk
Halina Carron,1975-11-07,900,92193,2010-11-18,1304.0,1134.0,47,San Diego,San Diego County,CA,high risk
Ron Grey,1977-01-22,1965,92117,2012-07-01,2241.0,1949.0,45,San Diego,San Diego County,CA,high risk
Buford Blauvelt,1982-10-09,265,92199,2010-10-09,1212.0,970.0,40,San Diego,San Diego County,CA,high risk
Paulita Nord,1900-01-01,1870,92169,2012-08-11,1701.0,1361.0,122,San Diego,San Diego County,CA,high risk
Bobbi Guerette,1984-11-04,225,92129,2011-04-27,2278.0,1981.0,38,San Diego,San Diego County,CA,high risk
Alita Villasenor,1900-01-01,56,92175,2010-05-11,1248.0,1135.0,122,San Diego,San Diego County,CA,high risk
Mellie Weber,1900-01-01,1659,92190,2012-05-11,1754.0,1595.0,122,San Diego,San Diego County,CA,high risk
Tyler Schlatter,1900-01-01,2342,92196,2010-08-01,0.0,1326.0,122,San Diego,San Diego County,CA,high risk
Dalila Mccalla,1900-01-01,471,92186,2011-04-14,1349.0,1227.0,122,San Diego,San Diego County,CA,high risk
Bruna Stearns,2010-11-18,253,92139,2012-04-01,0.0,1362.0,12,San Diego,San Diego County,CA,high risk
Aida Kittel,1972-11-03,26,92113,2011-09-16,995.0,796.0,50,San Diego,San Diego County,CA,high risk
Larae Netherland,1900-01-01,1322,92152,2012-01-03,1902.0,1522.0,122,San Diego,San Diego County,CA,high risk
Marvella Westling,1900-01-01,1625,92135,2012-03-10,1333.0,1212.0,122,San Diego,San Diego County,CA,high risk
Edward Pella,1900-01-01,631,92109,2012-07-29,1354.0,1178.0,122,San Diego,San Diego County,CA,high risk
Kristy Pitt,1900-01-01,1282,92131,2010-02-13,2051.0,1865.0,122,San Diego,San Diego County,CA,high risk
Rosetta Sain,1900-01-01,1990,92130,2010-02-16,1672.0,1520.0,122,San Diego,San Diego County,CA,high risk
Adeline Hodgkinson,1900-01-01,14,92171,2011-07-12,1365.0,1241.0,122,San Diego,San Diego County,CA,high risk
Angelika Halberg,1968-09-24,95,92101,2010-05-09,1364.0,1240.0,54,San Diego,San Diego County,CA,high risk
Assunta Hebel,1989-11-24,157,92105,2011-05-17,1550.0,1240.0,33,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2012-06-20,1574.0,1369.0,122,San Diego,San Diego County,CA,high risk
Alona Cookingham,1900-01-01,64,92101,2010-02-09,2066.0,1879.0,122,San Diego,San Diego County,CA,high risk
Donovan Yoder,1977-12-01,600,92182,2010-12-01,0.0,1312.0,45,San Diego,San Diego County,CA,high risk
Augustine Oliveros,1993-05-11,162,92120,2011-04-12,1655.0,1505.0,29,San Diego,San Diego County,CA,high risk
Jesse Doonan,1980-02-07,1108,92170,2011-06-27,2037.0,1772.0,42,San Diego,San Diego County,CA,high risk
Celesta Deng,1959-03-16,349,92153,2010-09-10,1360.0,1237.0,63,San Diego,San Diego County,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,2010-05-06,1863.0,1491.0,47,San Diego,San Diego County,CA,high risk
Mertie Hoskins,1968-03-19,1679,92107,2010-10-12,1309.0,1190.0,54,San Diego,San Diego County,CA,high risk
Fran Cardinal,1951-11-26,793,92106,2010-09-10,1654.0,1504.0,71,San Diego,San Diego County,CA,high risk
Steve Mcgirt,1963-06-22,2180,92123,2011-01-11,1188.0,1080.0,59,San Diego,San Diego County,CA,high risk
Elenor Vince,1990-08-18,650,92169,2011-09-11,1578.0,1435.0,32,San Diego,San Diego County,CA,high risk
Rona Eskew,1900-01-01,1963,92182,2010-12-09,1493.0,1358.0,122,San Diego,San Diego County,CA,high risk
Freddie Bridger,1965-03-06,804,92145,2010-08-11,1256.0,1142.0,57,San Diego,San Diego County,CA,high risk
Shayla Hockensmith,1900-01-01,2105,92163,2010-02-01,0.0,1355.0,122,San Diego,San Diego County,CA,high risk
Jaime Ambrose,1900-01-01,1014,92128,2012-08-23,1987.0,1728.0,122,San Diego,San Diego County,CA,high risk
Vito Sundquist,1900-01-01,2392,92175,2012-07-10,1933.0,1758.0,122,San Diego,San Diego County,CA,high risk
Seymour Stober,1969-03-25,2064,92120,2012-03-26,1587.0,1380.0,53,San Diego,San Diego County,CA,high risk
Xiomara Blanks,1970-08-15,2440,92165,2011-05-14,2171.0,1974.0,52,San Diego,San Diego County,CA,high risk
Versie Shelley,1990-12-26,2377,92172,2011-10-10,1470.0,1337.0,32,San Diego,San Diego County,CA,high risk
Jacinto Calcote,2017-06-11,999,92161,2011-02-14,1974.0,1795.0,5,San Diego,San Diego County,CA,high risk
Jonelle Trogdon,1900-01-01,1143,92102,2011-08-10,2025.0,1841.0,122,San Diego,San Diego County,CA,high risk
Adeline Hodgkinson,1900-01-01,13,92114,2010-03-09,1892.0,1720.0,122,San Diego,San Diego County,CA,high risk
Rachael Mings,1900-01-01,1904,92120,2011-05-09,1998.0,1817.0,122,San Diego,San Diego County,CA,high risk
Dodie Degennaro,1900-01-01,587,92175,2011-11-01,0.0,1366.0,122,San Diego,San Diego County,CA,high risk
Margurite Talley,1900-01-01,1573,92170,2012-08-13,1651.0,1501.0,122,San Diego,San Diego County,CA,high risk
Sona Saidi,1988-12-16,2154,92161,2012-05-14,1098.0,999.0,34,San Diego,San Diego County,CA,high risk
Dessie Townson,1999-09-25,572,92124,2011-08-14,1787.0,1430.0,23,San Diego,San Diego County,CA,high risk
Lelah Capshaw,1986-03-28,1379,92169,2012-07-15,2333.0,2121.0,36,San Diego,San Diego County,CA,high risk
Kayla Stwart,1986-05-17,1223,92117,2012-07-12,1866.0,1697.0,36,San Diego,San Diego County,CA,high risk
Dwight Neisler,1983-01-12,617,92122,2010-10-12,1284.0,1168.0,39,San Diego,San Diego County,CA,high risk
Bruce Johns,1988-01-24,250,92133,2010-08-23,1651.0,1436.0,34,San Diego,San Diego County,CA,high risk
Candyce Vandervoort,1900-01-01,290,92109,2010-04-10,1419.0,1290.0,122,San Diego,San Diego County,CA,high risk
Patricia Huckaby,1991-08-13,1864,92171,2010-02-16,1908.0,1735.0,31,San Diego,San Diego County,CA,high risk
Candyce Vandervoort,1900-01-01,290,92109,2010-08-11,1419.0,1290.0,122,San Diego,San Diego County,CA,high risk
Augustine Oliveros,1993-05-11,162,92120,2010-06-09,1655.0,1505.0,29,San Diego,San Diego County,CA,high risk
Judy Groth,1900-01-01,1164,92198,2011-01-15,2510.0,2282.0,122,San Diego,San Diego County,CA,high risk
Shyla Moritz,1960-02-24,2140,92108,2011-11-12,1868.0,1699.0,62,San Diego,San Diego County,CA,high risk
Delfina Snider,1900-01-01,538,92195,2012-03-10,1710.0,1555.0,122,San Diego,San Diego County,CA,high risk
Jayme Hidalgo,1991-10-11,1064,92128,2011-02-14,2058.0,1871.0,31,San Diego,San Diego County,CA,high risk
Tanja Jarnagin,1900-01-01,2220,92179,2012-09-01,0.0,1921.0,122,San Diego,San Diego County,CA,high risk
Belva Hash,1952-11-10,191,92132,2012-04-09,1695.0,1541.0,70,San Diego,San Diego County,CA,high risk
Arlena Nowlen,1986-06-18,138,92196,2012-05-23,2290.0,1832.0,36,San Diego,San Diego County,CA,high risk
Sammy Piedra,1939-10-12,2039,92162,2010-11-09,1357.0,1234.0,83,San Diego,San Diego County,CA,high risk
Rosario Heckman,1967-05-09,1980,92137,2010-03-26,1733.0,1507.0,55,San Diego,San Diego County,CA,high risk
Stella Despain,1900-01-01,2176,92153,2012-05-14,1282.0,1166.0,122,San Diego,San Diego County,CA,high risk
Lashaunda Storer,1900-01-01,1333,92190,2012-08-02,0.0,2137.0,122,San Diego,San Diego County,CA,high risk
Miesha Trosclair,1973-03-08,1693,92149,2011-12-26,1204.0,1047.0,49,San Diego,San Diego County,CA,high risk
Karren Mayhew,1900-01-01,1199,92160,2012-08-10,0.0,2124.0,122,San Diego,San Diego County,CA,high risk
Marica Burkey,1975-11-06,1581,92170,2011-08-14,1025.0,932.0,47,San Diego,San Diego County,CA,high risk
Wilhemina Luckey,1990-02-02,2423,92115,2012-01-28,1604.0,1395.0,32,San Diego,San Diego County,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,2012-09-09,2300.0,1840.0,65,San Diego,San Diego County,CA,high risk
Assunta Stoval,1991-07-23,158,92186,2012-08-13,1078.0,980.0,31,San Diego,San Diego County,CA,high risk
Otha Overlock,1985-12-18,1848,92104,2012-04-01,1618.0,1295.0,37,San Diego,San Diego County,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,2011-08-16,1921.0,1747.0,122,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2011-01-17,2187.0,1902.0,42,San Diego,San Diego County,CA,high risk
Tomika Sylvestre,1968-09-20,2290,92133,2011-07-30,1705.0,1483.0,54,San Diego,San Diego County,CA,high risk
Alex Earle,2001-11-02,43,92149,2010-09-07,1862.0,1490.0,21,San Diego,San Diego County,CA,high risk
Agnus Hemmings,1961-09-06,20,92187,2011-10-10,1588.0,1444.0,61,San Diego,San Diego County,CA,high risk
Tara Chalk,1900-01-01,2223,92169,2011-08-21,1881.0,1636.0,122,San Diego,San Diego County,CA,high risk
Enrique Wendell,1975-03-13,705,92116,2012-07-10,1661.0,1510.0,47,San Diego,San Diego County,CA,high risk
Madeline Arp,1900-01-01,1514,92182,2012-08-15,1643.0,1494.0,122,San Diego,San Diego County,CA,high risk
Noreen Moe,1979-04-28,1814,92145,2010-06-12,1510.0,1373.0,43,San Diego,San Diego County,CA,high risk
Keturah Sheehan,1991-10-16,1248,92190,2010-02-15,1162.0,1057.0,31,San Diego,San Diego County,CA,high risk
Burton Hyden,1972-04-28,268,92132,2011-03-11,856.0,779.0,50,San Diego,San Diego County,CA,high risk
Dara Ottman,1900-01-01,499,92163,2011-12-22,1644.0,1430.0,122,San Diego,San Diego County,CA,high risk
Madelaine Frandsen,1900-01-01,1513,92179,2011-10-01,0.0,1670.0,122,San Diego,San Diego County,CA,high risk
Mitzi Sheckler,1900-01-01,1722,92199,2011-04-11,1873.0,1703.0,122,San Diego,San Diego County,CA,high risk
Reinaldo Kuykendall,1900-01-01,1929,92166,2010-02-09,1906.0,1733.0,122,San Diego,San Diego County,CA,high risk
Ronna Messer,1966-04-08,1967,92139,2011-04-13,979.0,890.0,56,San Diego,San Diego County,CA,high risk
Samuel Behrens,1900-01-01,2041,92179,2010-12-04,0.0,1810.0,122,San Diego,San Diego County,CA,high risk
Madie Pompa,1966-04-28,1516,92115,2011-12-01,1765.0,1535.0,56,San Diego,San Diego County,CA,high risk
Kacey Quesenberry,1900-01-01,1178,92139,2011-08-11,1936.0,1760.0,122,San Diego,San Diego County,CA,high risk
Sharda Weld,1989-12-01,2086,92133,2011-08-22,2569.0,2234.0,33,San Diego,San Diego County,CA,high risk
Paris Teston,1900-01-01,1861,92124,2011-02-19,2044.0,1778.0,122,San Diego,San Diego County,CA,high risk
Ok Tapscott,1970-09-22,1834,92169,2012-05-19,966.0,840.0,52,San Diego,San Diego County,CA,high risk
Jonna Newcomb,1900-01-01,1145,92159,2010-12-23,1692.0,1472.0,122,San Diego,San Diego County,CA,high risk
Leandra Anstine,1900-01-01,1358,92171,2012-05-10,1714.0,1559.0,122,San Diego,San Diego County,CA,high risk
Rina Ennals,1981-04-27,1948,92124,2011-02-02,1676.0,1341.0,41,San Diego,San Diego County,CA,high risk
Herta Willman,1981-03-05,937,92116,2010-03-10,1519.0,1381.0,41,San Diego,San Diego County,CA,high risk
Reuben Mateer,1986-05-20,1940,92109,2011-03-01,0.0,2152.0,36,San Diego,San Diego County,CA,high risk
Shandi Durfey,1969-02-20,2072,92196,2012-09-06,1365.0,1092.0,53,San Diego,San Diego County,CA,high risk
Alona Cookingham,1900-01-01,65,92145,2012-02-17,1496.0,1301.0,122,San Diego,San Diego County,CA,high risk
Wendell Blackmer,1977-06-14,2417,92164,2011-06-10,1856.0,1688.0,45,San Diego,San Diego County,CA,high risk
Matilde Sollars,1987-09-23,1643,92199,2011-10-01,0.0,1797.0,35,San Diego,San Diego County,CA,high risk
Annamae Slayton,1900-01-01,110,92174,2011-03-15,1370.0,1246.0,122,San Diego,San Diego County,CA,high risk
Patty Perlman,1970-01-09,1866,92114,2010-04-11,1865.0,1696.0,52,San Diego,San Diego County,CA,high risk
Katelynn Genao,1988-04-10,1210,92187,2012-01-09,1584.0,1440.0,34,San Diego,San Diego County,CA,high risk
Estefana Willmore,1977-07-17,720,92133,2012-06-10,1840.0,1673.0,45,San Diego,San Diego County,CA,high risk
Arlena Nowlen,1986-06-18,138,92196,2011-07-10,2015.0,1832.0,36,San Diego,San Diego County,CA,high risk
Ken Litchfield,1981-07-24,1243,92134,2011-01-18,2137.0,1859.0,41,San Diego,San Diego County,CA,high risk
Joselyn Mani,1949-08-11,1152,92192,2011-04-04,2085.0,1668.0,73,San Diego,San Diego County,CA,high risk
Deja Lion,1900-01-01,536,92109,2012-03-01,0.0,2043.0,122,San Diego,San Diego County,CA,high risk
Polly Eaker,1972-11-12,1891,92165,2010-11-17,1569.0,1365.0,50,San Diego,San Diego County,CA,high risk
Korey Whetsel,1965-08-23,1275,92187,2010-06-11,1734.0,1577.0,57,San Diego,San Diego County,CA,high risk
Stacia Fambro,1900-01-01,2168,92114,2011-12-28,2009.0,1747.0,122,San Diego,San Diego County,CA,high risk
Marco Pelkey,1957-07-02,1556,92191,2012-06-01,0.0,1524.0,65,San Diego,San Diego County,CA,high risk
Timmy Fulford,1975-06-20,2278,92104,2011-01-21,1714.0,1491.0,47,San Diego,San Diego County,CA,high risk
Jayme Koonce,1957-04-19,1066,92124,2011-10-20,2116.0,1840.0,65,San Diego,San Diego County,CA,high risk
Larraine Dotts,1971-02-06,1329,92169,2011-07-03,2043.0,1635.0,51,San Diego,San Diego County,CA,high risk
Rosie Hutchison,1900-01-01,1991,92102,2012-09-01,0.0,1857.0,122,San Diego,San Diego County,CA,high risk
Ha Cornelius,1989-06-16,898,92145,2011-12-11,1054.0,959.0,33,San Diego,San Diego County,CA,high risk
Jonna Newcomb,1900-01-01,1145,92159,2012-07-23,1692.0,1472.0,122,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2010-10-31,1608.0,1399.0,36,San Diego,San Diego County,CA,high risk
Myrl Mccarroll,2003-08-02,1739,92199,2012-08-21,2210.0,1922.0,19,San Diego,San Diego County,CA,high risk
Chery Stinson,1900-01-01,387,92122,2012-01-15,1613.0,1467.0,122,San Diego,San Diego County,CA,high risk
Nery Villafana,1980-04-19,1775,92101,2012-08-11,2377.0,1902.0,42,San Diego,San Diego County,CA,high risk
Tomika Sylvestre,1968-09-20,2290,92133,2010-05-12,1631.0,1483.0,54,San Diego,San Diego County,CA,high risk
Tamera Guarnieri,1983-06-08,2205,92198,2010-03-13,2480.0,1984.0,39,San Diego,San Diego County,CA,high risk
Ha Cornelius,1989-06-16,898,92145,2011-08-13,1054.0,959.0,33,San Diego,San Diego County,CA,high risk
Beata Bevans,2023-09-18,184,92107,2012-03-02,1311.0,1140.0,-1,San Diego,San Diego County,CA,high risk
Charley Ding,1900-01-01,371,92177,2012-07-10,1268.0,1153.0,122,San Diego,San Diego County,CA,high risk
Tessie Calfee,1900-01-01,2257,92150,2011-11-09,1482.0,1348.0,122,San Diego,San Diego County,CA,high risk
Carey Rhines,1900-01-01,295,92102,2010-06-12,1948.0,1771.0,122,San Diego,San Diego County,CA,high risk
Alfonzo Pilger,1900-01-01,46,92199,2011-03-18,2140.0,1712.0,122,San Diego,San Diego County,CA,high risk
Salley Oriley,1900-01-01,2033,92199,2012-06-09,1708.0,1553.0,122,San Diego,San Diego County,CA,high risk
Bruce Johns,1988-01-24,250,92133,2011-07-14,1579.0,1436.0,34,San Diego,San Diego County,CA,high risk
Xiomara Blanks,1970-08-15,2440,92165,2011-11-12,2171.0,1974.0,52,San Diego,San Diego County,CA,high risk
Tori Blaker,1900-01-01,2308,92128,2012-05-12,1698.0,1544.0,122,San Diego,San Diego County,CA,high risk
Assunta Hebel,1989-11-24,157,92105,2011-08-14,1364.0,1240.0,33,San Diego,San Diego County,CA,high risk
Merri Trees,1989-08-18,1677,92135,2012-06-10,1601.0,1456.0,33,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2011-06-11,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Eldridge Mccarver,1900-01-01,646,92120,2012-09-13,862.0,784.0,122,San Diego,San Diego County,CA,high risk
Dreama Henline,1960-11-03,610,92192,2010-08-13,1228.0,1117.0,62,San Diego,San Diego County,CA,high risk
Violeta Parkin,1900-01-01,2389,92140,2011-11-16,1394.0,1268.0,122,San Diego,San Diego County,CA,high risk
Jesse Doonan,1980-02-07,1108,92170,2011-02-22,2037.0,1772.0,42,San Diego,San Diego County,CA,high risk
Lupe Mcnally,1962-08-07,1487,92115,2010-06-04,1797.0,1438.0,60,San Diego,San Diego County,CA,high risk
Marshall Fosdick,1900-01-01,1615,92135,2012-07-11,2295.0,2087.0,122,San Diego,San Diego County,CA,high risk
Londa Coloma,1986-09-11,1443,92179,2011-01-06,1748.0,1399.0,36,San Diego,San Diego County,CA,high risk
Debera Strite,1900-01-01,533,92182,2012-02-11,1596.0,1451.0,122,San Diego,San Diego County,CA,high risk
Buford Blauvelt,1982-10-09,265,92199,2011-10-25,1115.0,970.0,40,San Diego,San Diego County,CA,high risk
Hobert Whitwell,1900-01-01,943,92114,2010-09-08,2592.0,2074.0,122,San Diego,San Diego County,CA,high risk
Vernia Coloma,1900-01-01,2370,92105,2011-08-26,1912.0,1663.0,122,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,231,92159,2012-03-11,1498.0,1362.0,122,San Diego,San Diego County,CA,high risk
Violeta Parkin,1900-01-01,2389,92140,2010-08-13,1394.0,1268.0,122,San Diego,San Diego County,CA,high risk
Lenita Setton,1982-10-28,1383,92170,2011-01-15,1227.0,1116.0,40,San Diego,San Diego County,CA,high risk
Rudolf Woodell,1900-01-01,2006,92104,2011-08-11,1630.0,1482.0,122,San Diego,San Diego County,CA,high risk
Milton Kimmer,1900-01-01,1705,92119,2012-06-11,1579.0,1436.0,122,San Diego,San Diego County,CA,high risk
Ha Cornelius,1989-06-16,898,92145,2011-05-09,1054.0,959.0,33,San Diego,San Diego County,CA,high risk
Alfonzo Pilger,1900-01-01,46,92199,2011-04-01,2140.0,1712.0,122,San Diego,San Diego County,CA,high risk
Raymundo Varn,1968-10-20,1920,92142,2011-04-09,1508.0,1371.0,54,San Diego,San Diego County,CA,high risk
Kacey Varnado,1900-01-01,1179,92175,2011-02-15,1686.0,1533.0,122,San Diego,San Diego County,CA,high risk
Agnus Hemmings,1961-09-06,20,92187,2012-04-22,1660.0,1444.0,61,San Diego,San Diego County,CA,high risk
Cristobal Tygart,1900-01-01,457,92176,2010-12-10,1069.0,972.0,122,San Diego,San Diego County,CA,high risk
Shiela Fremont,2004-02-19,2131,92175,2011-02-22,1651.0,1436.0,18,San Diego,San Diego County,CA,high risk
Emmaline Isett,1900-01-01,699,92117,2012-09-01,0.0,2018.0,122,San Diego,San Diego County,CA,high risk
Dalia Sackett,1900-01-01,470,92165,2010-07-01,0.0,1804.0,122,San Diego,San Diego County,CA,high risk
Nicky Hendon,1977-03-13,1790,92133,2012-07-07,1795.0,1436.0,45,San Diego,San Diego County,CA,high risk
Marylouise Mott,1994-03-21,1633,92159,2012-06-10,1476.0,1342.0,28,San Diego,San Diego County,CA,high risk
Ramona Daughtry,1900-01-01,1910,92187,2011-01-11,1697.0,1543.0,122,San Diego,San Diego County,CA,high risk
Arlena Nowlen,1986-06-18,138,92196,2011-10-16,2015.0,1832.0,36,San Diego,San Diego County,CA,high risk
Retta Lozier,1900-01-01,1939,92196,2012-08-10,844.0,768.0,122,San Diego,San Diego County,CA,high risk
Lizzette Krajewski,2006-12-18,1436,92147,2011-12-16,2128.0,1935.0,16,San Diego,San Diego County,CA,high risk
Magan Courts,1900-01-01,1527,92108,2011-03-18,1617.0,1294.0,122,San Diego,San Diego County,CA,high risk
Dwight Neisler,1983-01-12,617,92122,2010-06-19,1343.0,1168.0,39,San Diego,San Diego County,CA,high risk
Lonna Meek,1900-01-01,1444,92194,2010-04-09,1947.0,1770.0,122,San Diego,San Diego County,CA,high risk
Gwendolyn Licea,1991-08-12,894,92128,2012-02-15,1493.0,1358.0,31,San Diego,San Diego County,CA,high risk
Latricia Carley,1990-12-24,1344,92123,2011-02-07,0.0,1441.0,32,San Diego,San Diego County,CA,high risk
Bradley Muench,1900-01-01,232,92133,2012-07-18,1523.0,1325.0,122,San Diego,San Diego County,CA,high risk
Ron Grey,1977-01-22,1965,92117,2011-11-14,2143.0,1949.0,45,San Diego,San Diego County,CA,high risk
Ariel Mathisen,1900-01-01,136,92163,2010-09-14,1505.0,1369.0,122,San Diego,San Diego County,CA,high risk
Ligia Cash,1983-08-22,1415,92101,2011-11-10,2223.0,2021.0,39,San Diego,San Diego County,CA,high risk
Mae Sarvis,1900-01-01,1518,92176,2010-12-17,1783.0,1551.0,122,San Diego,San Diego County,CA,high risk
Sadie Selph,1987-07-21,2029,92191,2011-06-10,1540.0,1400.0,35,San Diego,San Diego County,CA,high risk
Leesa Lade,1900-01-01,1370,92162,2012-04-09,1434.0,1304.0,122,San Diego,San Diego County,CA,high risk
Otha Pingree,1900-01-01,1849,92109,2011-05-14,2127.0,1934.0,122,San Diego,San Diego County,CA,high risk
Abbey Kluth,1900-01-01,2,92198,2011-06-27,2023.0,1619.0,122,San Diego,San Diego County,CA,high risk
Nichole Nethery,1900-01-01,1786,92123,2012-05-03,1525.0,1220.0,122,San Diego,San Diego County,CA,high risk
Kylee Padillo,2016-10-06,1296,92111,2010-09-16,1613.0,1467.0,6,San Diego,San Diego County,CA,high risk
Buford Blauvelt,1982-10-09,265,92199,2011-06-13,1067.0,970.0,40,San Diego,San Diego County,CA,high risk
