name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount,age,city,county,lat,lng,housingUnits,occupiedHousingUnits,medianIncome,population,state,status
Angelika Lamorte,1900-01-01,96,92129,1,1103.0,1103.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Emmaline Isett,1900-01-01,699,92117,1,2018.0,2018.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Jenny Magby,1973-01-26,1099,92145,1,1427.0,1427.0,49,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Nubia Schebler,1969-06-27,1821,92104,1,1690.0,1690.0,53,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Stacia Fambro,1900-01-01,2168,92114,1,1747.0,1747.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Magan Courts,1900-01-01,1527,92108,1,1294.0,1294.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Aurelio Roman,1981-06-13,166,92110,1,1441.0,1441.0,41,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Wilmer Carlin,1900-01-01,2435,92114,1,1627.0,1627.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Daisey Myles,1991-01-14,468,92139,1,896.0,896.0,31,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Bertha Dearman,1900-01-01,200,92122,1,1107.0,1107.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Buster Pompei,1986-06-07,269,92128,1,2107.0,2107.0,36,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Sheryll Isenberg,1900-01-01,2128,92115,1,896.0,896.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Clemmie Lawrence,1958-08-15,422,92111,1,1171.0,1171.0,64,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Jamila Decuir,1900-01-01,1025,92110,1,1334.0,1334.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Melaine Wiemann,1992-07-27,1653,92111,1,1334.0,1334.0,30,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Clemmie Lawrence,1958-08-15,422,92111,1,1171.0,1171.0,64,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Jc Eichelberger,1900-01-01,1075,92123,1,1227.0,1227.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Freddie Bridger,1965-03-06,804,92145,1,1142.0,1142.0,57,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Nelida Drinkwater,1900-01-01,1772,92121,1,1708.0,1708.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Stasia Schindler,1900-01-01,2174,92127,1,2277.0,2277.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Rebekah Weatherly,1900-01-01,1927,92139,1,1406.0,1406.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Eduardo Paez,1951-05-13,630,92145,1,1341.0,1341.0,71,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Gregoria Brucker,1900-01-01,887,92122,1,1159.0,1159.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Jamila Decuir,1900-01-01,1025,92110,1,1334.0,1334.0,122,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Marjory Kite,1900-01-01,1602,92145,1,1637.0,1637.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Sheryll Isenberg,1900-01-01,2128,92115,1,896.0,896.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Lynnette Menzie,1900-01-01,1500,92102,1,1437.0,1437.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Tommy Coppock,1971-02-02,2291,92110,1,1754.0,1754.0,51,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Babette Sharrow,1971-05-19,175,92110,1,1629.0,1629.0,51,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Blanche Straka,1978-02-07,222,92115,1,1728.0,1728.0,44,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Elia Veasey,1972-11-17,657,92111,1,1455.0,1455.0,50,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Elva Serfass,1900-01-01,677,92101,1,1267.0,1267.0,122,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Damian Moles,1990-12-10,472,92102,1,981.0,981.0,32,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Evonne Waltz,1996-10-11,750,92123,1,1752.0,1752.0,26,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Manda Youssef,1900-01-01,1547,92108,1,1344.0,1344.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Floria Dave,1950-07-02,783,92114,1,1977.0,1977.0,72,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Armanda Primus,1973-08-24,145,92126,1,945.0,945.0,49,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Gracie Strasburg,1900-01-01,874,92113,1,1708.0,1708.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Germaine Shutts,1900-01-01,840,92123,1,1040.0,1040.0,122,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Lennie Schoonover,1900-01-01,1384,92130,1,1613.0,1613.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Mack Triano,1900-01-01,1508,92122,1,1334.0,1334.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Shanon Gupta,1964-06-22,2080,92116,1,1113.0,1113.0,58,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Elia Veasey,1972-11-17,657,92111,1,-218.25,1455.0,50,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Blanche Straka,1978-02-07,222,92115,1,1728.0,1728.0,44,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Gaye Donohue,1900-01-01,817,92124,1,1398.0,1398.0,122,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Ardelia Schewe,1900-01-01,129,92121,1,1512.0,1512.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Maida Curci,1900-01-01,1532,92116,1,1337.0,1337.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Eugene Cree,1977-04-20,734,92107,1,2061.0,2061.0,45,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Jerrica Folden,1977-10-07,1105,92119,1,1847.0,1847.0,45,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Zofia Bilodeau,2004-09-28,2468,92124,1,1665.0,1665.0,18,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Callie Kulinski,1900-01-01,275,92104,1,1770.0,1770.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Bruna Stearns,2010-11-18,253,92139,1,1362.0,1362.0,12,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Tequila Sarro,1961-08-10,2242,92119,1,1566.0,1566.0,61,San Diego,San Diego County,32.81,-117.03,9853.0,9537.0,67616.0,23057.0,CA,low risk
Leonard Janney,1900-01-01,1394,92129,1,1859.0,1859.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Shawnda Damron,1900-01-01,2097,92102,1,1704.0,1704.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Elwanda Saver,2007-06-07,680,92122,1,1628.0,1628.0,15,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Elvera Yancy,1900-01-01,678,92115,1,2007.0,2007.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Dwight Ohara,1900-01-01,618,92114,1,1248.0,1248.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Verdell Dunigan,1900-01-01,2362,92129,1,1714.0,1714.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Margy Burgin,1900-01-01,1574,92102,1,1409.0,1409.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Norman Easterwood,1900-01-01,1818,92115,1,1777.0,1777.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Gilberte Minaya,1960-09-11,849,92108,1,1255.0,1255.0,62,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Vernetta Hennessy,1900-01-01,2369,92126,1,1592.0,1592.0,122,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Marhta Tharp,1900-01-01,1575,92102,1,1589.0,1589.0,122,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Wilmer Carlin,1900-01-01,2435,92114,1,1627.0,1627.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Marlon Desouza,1975-12-15,1608,92106,1,1370.0,1370.0,47,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Darell Overson,1900-01-01,506,92103,1,1684.0,1684.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Deloris Meiners,1978-02-24,547,92114,1,1466.0,1466.0,44,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Douglas Halbrook,1900-01-01,609,92107,1,1866.0,1866.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Clementina Hammes,1950-08-24,421,92109,1,1661.0,1661.0,72,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Floria Sprenger,1900-01-01,784,92104,1,1753.0,1753.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Delana Fino,1981-01-17,537,92126,1,1412.0,1412.0,41,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Johana Ozment,2013-03-02,1128,92129,1,1480.0,1480.0,9,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Emmaline Isett,1900-01-01,699,92117,1,2018.0,2018.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Shay Vides,1963-09-07,2108,92101,1,1589.0,1589.0,59,San Diego,San Diego County,32.72,-117.18,25169.0,20599.0,52550.0,37095.0,CA,low risk
Loretta Hauk,1900-01-01,1451,92108,1,1226.0,1226.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Tricia Seevers,1993-01-06,2326,92116,1,1739.0,1739.0,29,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Dian Buentello,1977-06-11,577,92111,1,1290.0,1290.0,45,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Jessia Stepney,1972-10-04,1110,92139,1,1556.0,1556.0,50,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Jamaal Noon,1900-01-01,1019,92111,1,1138.0,1138.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Mertie Hoskins,1968-03-19,1679,92107,1,1190.0,1190.0,54,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Maida Curci,1900-01-01,1532,92116,1,1337.0,1337.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Susie Weekly,1900-01-01,2193,92103,1,1335.0,1335.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Noreen Moe,1979-04-28,1814,92145,1,1373.0,1373.0,43,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Jayme Koonce,1957-04-19,1066,92124,1,1840.0,1840.0,65,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Shawn Britten,1900-01-01,2095,92111,1,1779.0,1779.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Roseanna Hockman,1900-01-01,1986,92128,1,1743.0,1743.0,122,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Reta Armistead,1900-01-01,1938,92121,1,1426.0,1426.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Mona Bucklin,1979-07-13,1726,92121,1,1486.0,1486.0,43,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Dawna Raso,1991-01-02,519,92129,1,1819.0,1819.0,31,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Ngan Wickline,1900-01-01,1780,92113,1,1822.0,1822.0,122,San Diego,San Diego County,32.69,-117.12,13196.0,12315.0,27675.0,56066.0,CA,low risk
Marita Bogner,1962-12-15,1599,92129,1,854.0,854.0,60,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Aurelio Roman,1981-06-13,166,92110,1,1441.0,1441.0,41,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Pilar Dematteo,1966-11-13,1888,92110,1,999.0,999.0,56,San Diego,San Diego County,32.77,-117.21,11426.0,10630.0,59719.0,25341.0,CA,low risk
Foster Modeste,1968-09-07,792,92139,1,1359.0,1359.0,54,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Daphine Ates,1900-01-01,497,92122,1,1811.0,1811.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Armando Bilger,1900-01-01,149,92121,1,1616.0,1616.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Ellsworth Maclennan,1900-01-01,667,92145,1,924.0,924.0,122,San Diego,San Diego County,32.87,-117.14,407.0,390.0,226875.0,1449.0,CA,low risk
Earlean Cichon,1900-01-01,619,92104,1,1056.0,1056.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Lora Moyes,1988-01-11,1446,92104,1,1906.0,1906.0,34,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Giuseppe Hellmann,1900-01-01,861,92116,1,658.0,658.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Katherina Audia,1900-01-01,1211,92139,1,1146.0,1146.0,122,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Janell Huffman,1989-01-09,1032,92109,1,1489.0,1489.0,33,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Kathi Loggins,1900-01-01,1213,92122,1,942.0,942.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Forrest Sunderman,1981-03-14,791,92154,1,1259.0,1259.0,41,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Krysten Scruggs,1900-01-01,1285,92111,1,1824.0,1824.0,122,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Shawn Laraway,1900-01-01,2104,92115,1,1140.0,1140.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Mack Perrault,1900-01-01,1507,92115,1,1599.0,1599.0,122,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
King Nygard,1970-03-20,1259,92139,1,1195.0,1195.0,52,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Bethel Kelson,1900-01-01,203,92114,1,1206.0,1206.0,122,San Diego,San Diego County,32.71,-117.05,17930.0,17147.0,56310.0,65433.0,CA,low risk
Vivienne Raphael,1978-04-18,2395,92139,1,1531.0,1531.0,44,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Karima Germany,1951-05-23,1192,92154,1,1321.0,1321.0,71,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
Kimbra Sorenson,1900-01-01,1258,92107,1,1721.0,1721.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Latricia Bartholow,1969-09-05,1343,92131,1,1464.0,1464.0,53,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Mack Triano,1900-01-01,1508,92122,1,1334.0,1334.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Rubye Hetherington,1900-01-01,2005,92104,1,1548.0,1548.0,122,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Lora Moyes,1988-01-11,1446,92104,1,1906.0,1906.0,34,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Xuan Henningsen,1900-01-01,2444,92103,1,683.0,683.0,122,San Diego,San Diego County,32.75,-117.17,19080.0,17827.0,62092.0,31066.0,CA,low risk
Jennell Maziarz,1900-01-01,1096,92106,1,1195.0,1195.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Mack Triano,1900-01-01,1508,92122,1,1334.0,1334.0,122,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Denny Webber,1989-03-12,563,92115,1,1886.0,1886.0,33,San Diego,San Diego County,32.76,-117.07,22754.0,21251.0,41866.0,58560.0,CA,low risk
Robyn Rickett,1900-01-01,1954,92130,1,1845.0,1845.0,122,San Diego,San Diego County,32.95,-117.2,18272.0,17528.0,127968.0,48940.0,CA,low risk
Jennell Maziarz,1900-01-01,1096,92106,1,1195.0,1195.0,122,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Janna Lautenschlage,1900-01-01,1048,92108,1,1489.0,1489.0,122,San Diego,San Diego County,32.77,-117.15,11601.0,10463.0,63098.0,18858.0,CA,low risk
Edison Laymon,1968-11-28,623,92111,1,1383.0,1383.0,54,San Diego,San Diego County,32.82,-117.15,17268.0,16498.0,57350.0,45096.0,CA,low risk
Molly Kochan,2007-02-02,1724,92139,1,1568.0,1568.0,15,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Augustine Oliveros,1993-05-11,162,92120,1,1505.0,1505.0,29,San Diego,San Diego County,32.8,-117.07,11411.0,10971.0,81000.0,26317.0,CA,low risk
Justine Wu,1900-01-01,1177,92107,1,1580.0,1580.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Dion Wingrove,1900-01-01,586,92131,1,1663.0,1663.0,122,San Diego,San Diego County,32.89,-117.05,11832.0,11574.0,124099.0,32787.0,CA,low risk
Santiago Demaria,1979-08-08,2051,92128,1,2003.0,2003.0,43,San Diego,San Diego County,33.0,-117.07,21265.0,20263.0,92531.0,47490.0,CA,low risk
Sherman Westberry,1981-09-05,2122,92123,1,2062.0,2062.0,41,San Diego,San Diego County,32.81,-117.14,10760.0,10039.0,71412.0,26823.0,CA,low risk
Nelida Drinkwater,1900-01-01,1772,92121,1,1708.0,1708.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Vincenza Conant,1900-01-01,2385,92127,1,1297.0,1297.0,122,San Diego,San Diego County,33.02,-117.14,13748.0,13019.0,120106.0,39337.0,CA,low risk
Erich Corr,1900-01-01,708,92121,1,1367.0,1367.0,122,San Diego,San Diego County,32.9,-117.21,1752.0,1677.0,104063.0,4179.0,CA,low risk
Isabella Davisson,1972-08-19,982,92109,1,1494.0,1494.0,50,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Kimbra Sorenson,1900-01-01,1258,92107,1,1721.0,1721.0,122,San Diego,San Diego County,32.74,-117.24,14493.0,13601.0,60929.0,28651.0,CA,low risk
Sharolyn Martines,1900-01-01,2089,92116,1,1834.0,1834.0,122,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Leida Yap,1988-04-21,1371,92124,1,1716.0,1716.0,34,San Diego,San Diego County,32.82,-117.07,11445.0,11038.0,80463.0,30443.0,CA,low risk
Erik Gullett,1954-11-03,710,92122,1,1322.0,1322.0,68,San Diego,San Diego County,32.86,-117.2,21058.0,19725.0,65871.0,43728.0,CA,low risk
Sheri Fehr,1979-09-02,2119,92102,1,1296.0,1296.0,43,San Diego,San Diego County,32.72,-117.12,14987.0,13981.0,40557.0,43267.0,CA,low risk
Ernest Florian,1900-01-01,714,92105,1,1496.0,1496.0,122,San Diego,San Diego County,32.74,-117.09,21744.0,20540.0,37534.0,69813.0,CA,low risk
Vivienne Raphael,1978-04-18,2395,92139,1,1531.0,1531.0,44,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Malcolm Bankhead,1978-12-01,1539,92126,1,1083.0,1083.0,44,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Millard Woodford,1900-01-01,1704,92129,1,1066.0,1066.0,122,San Diego,San Diego County,32.96,-117.13,17439.0,17009.0,107870.0,51536.0,CA,low risk
Tawny Lipsey,1984-12-08,2231,92139,1,1356.0,1356.0,38,San Diego,San Diego County,32.68,-117.05,10629.0,10216.0,58079.0,35125.0,CA,low risk
Anisha Abelson,1993-05-05,105,92126,1,1185.0,1185.0,29,San Diego,San Diego County,32.91,-117.14,23820.0,22978.0,81505.0,73343.0,CA,low risk
Malik Alexandre,1984-11-02,1541,92116,1,1508.0,1508.0,38,San Diego,San Diego County,32.76,-117.13,17122.0,16138.0,53448.0,31680.0,CA,low risk
Marlon Desouza,1975-12-15,1608,92106,1,1370.0,1370.0,47,San Diego,San Diego County,32.73,-117.23,8322.0,7807.0,82075.0,19330.0,CA,low risk
Lora Moyes,1988-01-11,1446,92104,1,1906.0,1906.0,34,San Diego,San Diego County,32.74,-117.13,22325.0,21089.0,47947.0,44414.0,CA,low risk
Odilia Crossley,1977-01-20,1833,92109,1,1276.0,1276.0,45,San Diego,San Diego County,32.8,-117.24,26216.0,23349.0,64478.0,45787.0,CA,low risk
Patti Mauch,1900-01-01,1865,92117,1,1455.0,1455.0,122,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Wilson Ressler,1969-05-18,2437,92117,1,1606.0,1606.0,53,San Diego,San Diego County,32.81,-117.2,21466.0,20658.0,64026.0,51332.0,CA,low risk
Stephen Schaller,1900-01-01,2179,92154,1,1652.0,1652.0,122,San Diego,San Diego County,32.6,-117.0,21206.0,20202.0,57618.0,79708.0,CA,low risk
