name,dob,houseID,houseZip,paymentDate,paymentAmount,rentAmount
Carline Restrepo,01/06/1963,302,92176,20100407,1322,1322
Dannie Hallam,01/01/1900,490,92167,20110609,2170,1736
Lizeth Mcpheeters,19000101,1434,92120,20110402,1579,1579
Versie Shelley,12/26/1990,2377,92172,20100906,1337,1337
Bethel Kelson,01/01/1900,203,92114,20100601,1206,1206
Signe Graney,01/01/1900,2144,92162,20100901,1394,1394
Malcolm Casali,08/12/1980,1540,92101,20110202,885,885
Mirta Nicolson,19000101,1716,92152,20100501,1175,1175
Karry Cesare,10/24/1981,1202,92133,01/01/2012,1432,1432
Rachael Mings,01/01/1900,1904,92120,20110802,1817,1817
Delmar Tousant,01/01/1900,542,92191,20100601,1628,1628
Marcie Hunton,01/01/1900,1553,92165,20120701,1523,1523
Annett Pooley,01/01/1900,116,92102,20111003,1584,1584
Kiara Brathwaite,04/07/1982,1249,92121,20110616,1558,1417
Edison Laymon,11/28/1968,623,92111,20100501,1383,1383
Oscar Howarth,01/01/1900,1846,92182,20100601,1150,1150
Peggy Rinke,19810502,1878,92114,20120901,1417,1417
Henry Bingman,01/01/1900,933,92187,07/01/2012,1892,1892
Halley Ellenburg,07/22/1990,903,92196,20111001,1356,1356
Sarai Copper,01/01/1900,2054,92194,20101201,1814,1814
Nereida Dycus,04/28/1991,1774,92109,20110810,1709,1554
Loma Baskins,01/01/1900,1442,92109,20110101,1681,1681
Tony Story,01/19/2005,2304,92105,20110701,1569,1569
Charisse Dille,01/01/1900,366,92175,20111001,1430,1430
Rosa Helman,19620305,1970,92113,20110401,1363,1363
Latarsha Gleaves,06/21/1989,1337,92120,20110401,1677,1677
Kayla Moton,01/01/1900,1222,92135,20120301,1462,1462
Denna Rumery,04/19/1955,560,92123,20101206,1572,1572
Mirella Milot,06/21/2003,1714,92192,20100507,1473,1473
Vi Cantara,01/01/1900,2378,92114,20100801,1056,1056
Han Atchison,01/01/1900,905,92191,20111001,1638,1638
Rosalinda Faires,01/14/1975,1973,92139,20111001,1720,1720
Otha Mccary,01/01/1900,1847,92126,20120506,1382,1382
Ehtel Debnam,11/19/1960,636,92107,20120401,1694,1694
Erlinda Greenman,01/01/1900,711,92111,20101216,1450,1160
Oda Kogan,19000101,1828,92187,09/05/2011,1716,1716
Fiona Vancamp,01/01/1900,774,92145,20100201,1421,1421
Stella Despain,01/01/1900,2176,92153,20111001,1166,1166
Na Warburton,01/01/1900,1771,92193,20110201,1767,1767
Donita Gaut,02/11/1954,598,92170,20101001,1581,1581
Sherell Burnley,01/01/1900,2116,92119,20120902,985,985
Burl Nevius,01/01/1900,267,92102,20100501,1852,1852
Dewitt Matthews,01/01/1900,575,92162,20101001,2123,2123
Tyisha Lauritsen,08/17/2016,2340,92104,20110202,1467,1467
Merri Trees,08/18/1989,1677,92135,20100209,1601,1456
Shanda Kubik,01/01/1900,2068,92111,20101101,1104,1104
Argelia Hieb,01/01/1900,133,92190,20111102,1561,1561
Terri Dubuisson,01/01/1900,2249,92139,20110501,1248,1248
Arcelia Petrick,06/06/1958,125,92142,20120601,1564,1564
Melaine Wiemann,07/27/1992,1653,92111,20101001,-200.1,1334
Holli Romer,10/11/1983,946,92104,20110413,1491,1356
Edna Kemplin,01/01/1900,629,92145,20110501,1706,1706
,Fernando Bordelon,11/27/1987,768,92105,20120701,1720,1720
Jene Aguiar,01/01/1900,1087,92135,20110408,1051,1051
Dion Wingrove,01/01/1900,585,92132,20110501,1184,1184
Sheryll Tipping,01/01/1900,2129,92145,20111001,1169,1169
Gilberte Minaya,09/11/1960,849,92108,20101101,1255,1255
Vanesa Hetherington,05/14/1962,2357,92163,20120805,1445,1445
Carolyne Radley,01/01/1900,322,92194,20101001,1344,1344
Burl Nevius,01/01/1900,267,92102,20110401,1852,1852
Sonny Hayslip,08/26/1982,2160,92168,20110103,1531,1531
,Salvatore Brannon,01/01/1900,2034,92109,20111001,1179,1179
Elayne Kulpa,05/11/1990,639,92117,20111001,1615,1615
Rachael Mings,01/01/1900,1904,92120,20110902,1817,1817
Codi Roloff,01/01/1900,433,92129,20120201,1505,1505
Yessenia Willson,10/09/1996,2451,92121,20111201,1321,1321
Marylouise Mott,03/21/1994,1633,92159,20111109,1476,1342
Cristy Luzier,01/01/1900,461,92158,20100501,1280,1280
Mistie Kersh,01/01/1900,1717,92115,20100707,1684,1684
Lynell Hermes,11/20/1971,1496,92117,20120101,1745,1745
Fleta Groseclose,01/01/1900,775,92153,20110705,1508,1508
Norman Easterwood,01/01/1900,1818,92115,20100901,1777,1777
Sacha Mayhew,07/08/1998,2028,92113,20120501,1545,1545
Earline Helmick,06/22/1989,620,92170,20120508,1204,1204
,Rudolph Fredrickson,12/18/1979,2007,92177,20110904,2692,2154
Margarette Neitzel,01/01/1900,1564,92177,20100608,1351,1351
Ceola Costas,01/12/2001,352,92165,20120502,1938,1938
Valene Cortese,03/08/1979,2352,92123,20100408,1208,1208
,Anne Hadlock,01/01/1900,113,92133,20111001,1430,1430
Sina Lukasik,11/17/1970,2147,92198,20101201,1477,1477
Mia Zarate,01/01/1900,1680,92192,20110401,1762,1762
Luetta Lineman,08/01/1974,1480,92120,20100305,1790,1790
Betty Gunia,01/01/1900,207,92147,20100901,1836,1836
Michelina Granderson,01/01/1900,1688,92115,20120801,1483,1483
Larae Netherland,01/01/1900,1322,92152,20100830,1750,1522
Jonelle Trogdon,01/01/1900,1143,92102,20120815,2301,1841
Cierra Liakos,11/04/1966,401,92129,20110601,1351,1351
Adelia Terwilliger,10/03/1951,12,92121,20110201,1469,1469
Shyla Dau,01/01/1900,2139,92127,20100901,1821,1821
Arlette Maclean,01/01/1900,141,92196,05/04/2010,1565,1565
Estefana Willmore,07/17/1977,720,92133,20120204,1673,1673
Jani Folger,01/01/1900,1044,92169,20110303,1573,1573
Jasmin Bryden,05/25/1999,1057,92114,20110201,1361,1361
Eleonore Tatman,01/01/1900,652,92161,20100901,2123,2123
Dann Seavey,19830125,493,92119,20100511,1849,1681
Delsie Tarrant,01/01/1900,553,92199,03/01/2012,1342,1342
Naida Bergh,01/01/1900,1745,92123,20120909,1189,1081
Domitila Olvera,01/01/1900,594,92149,20110301,2321,2321
,Michaele Threlkeld,08/13/1982,1685,92101,20120101,1470,1470
An Jain,01/01/1900,106,92145,20101201,1587,1587
Corie Grove,01/01/1900,447,92128,20110216,1104,1004
Londa Coloma,09/11/1986,1443,92179,20110711,1538,1399
Fawn Sage,10/17/1979,756,92103,20120123,2063,1794
Brain Cassity,06/22/1986,236,92101,20101201,1408,1408
Shelby Sedillo,01/01/1900,2111,92149,20101214,2216,1773
Kati Sharif,01/01/1900,1218,92114,20100618,2136,1858
Fidel Harrelson,05/28/1986,773,92170,20100414,1933,1758
Edward Pella,01/01/1900,631,92109,20110414,1295,1178
Dian Buentello,06/11/1977,577,92111,03/01/2012,1290,1290
Aimee Macke,05/21/1959,28,92147,20100404,1318,1318
Hsiu Smithwick,03/19/1966,958,92175,08/03/2011,1723,1723
Agnus Hemmings,09/06/1961,20,92187,20110116,1588,1444
Danny Charland,04/28/1989,494,92108,20120308,1333,1333
Theron Galeana,07/13/1982,2265,92158,20110401,1404,1404
Giselle Hillhouse,09/12/1991,856,92147,20120201,1199,1199
Karrie Aispuro,01/01/1900,1200,92163,20110201,1293,1293
Fermin Nunley,01/10/1986,766,92145,20120801,1726,1726
Ehtel Debnam,11/19/1960,636,92107,20120201,1694,1694
Mathilda Betterton,01/01/1900,1639,92174,06/01/2010,1323,1323
Gudrun Pettey,11/07/1976,889,92104,20100204,2121,2121
Karine Moody,01/01/1900,1194,92197,20120107,1478,1478
Efren Wilk,19391005,634,92193,20100201,2298,2298
Norman Easterwood,01/01/1900,1818,92115,20110901,1777,1777
Mercedez Ferranti,01/08/1956,1666,92162,20110201,2229,2229
Jovan Pursley,01/01/1900,1161,92121,20100201,1708,1708
Jani Folger,01/01/1900,1044,92169,20100607,1573,1573
Camilla Cashwell,05/19/1997,280,92127,20110301,1439,1439
Sean Sharman,01/01/1900,2058,92153,20100301,1321,1321
Warren Wengert,19770928,2411,92197,20100504,1697,1697
Nichelle Fergerson,01/01/1900,1782,92105,20100503,1759,1759
Joetta Hiner,01/01/1900,1124,92172,20120601,1733,1733
Wanetta Fyfe,01/01/1900,2407,92163,20100501,1353,1353
Gale Demos,01/01/1900,814,92107,20101101,1969,1969
Jarrod Nowacki,01/01/1900,1055,92167,20100801,1347,1347
Deloris Meiners,02/24/1978,547,92114,07/01/2010,1466,1466
Chi Demery,07/26/1994,389,92192,20110801,1622,1622
Harriette Ditch,01/02/1978,915,92139,20100701,1235,1235
Tyler Schlatter,01/01/1900,2342,92196,20110801,1326,1326
Roxann Chatfield,01/01/1900,1997,92153,20111101,1759,1759
Assunta Stoval,07/23/1991,158,92186,20120602,980,980
Anisa Aitchison,11/14/1978,103,92101,20111009,1689,1536
Renita Delao,01/01/1900,1936,92155,20110301,1598,1598
Cristopher Skerrett,01/01/1900,459,92195,20110202,1448,1448
Jackie Hottinger,10/19/2010,1001,92194,20110103,1974,1974
Bennie Frisbie,12/25/2000,193,92179,20120801,1165,1165
Denyse Kung,19000101,564,92112,20110701,1485,1485
Julieta Medina,01/01/1900,1172,92136,20120101,1896,1896
Ernestine Freeze,01/01/1900,715,92152,20100301,-188.85,1259
Marlon Desouza,12/15/1975,1608,92106,20111001,1370,1370
,Jenelle Hardin,05/05/1988,1090,92192,20111106,1053,1053
Jamee Roundtree,01/01/1900,1021,92193,05/12/2011,1313,1051
Rosann Nishioka,01/01/1900,1979,92166,20110501,1686,1686
Jospeh Allgeier,19771108,1158,92197,20100403,1529,1529
Shila Winn,04/27/2008,2133,92120,20110604,1385,1385
Gregg Disney,02/25/1981,883,92175,02/01/2011,1923,1923
Onie Tuck,01/01/1900,1844,92110,20110301,1828,1828
Korey Ginther,10/01/1993,1272,92158,20110201,1007,1007
,Mertie Hoskins,03/19/1968,1679,92107,20110212,,1190
Eleni Loudin,01/01/1900,647,92111,20120401,1494,1494
Keneth Denner,01/01/1900,1242,92134,20111101,1732,1732
Gwenda Morocco,07/23/1996,893,92103,20120708,1463,1463
Eugenia Jaffe,01/01/1900,735,92129,20110202,1630,1630
Pearly Shipe,01/01/1900,1875,92127,20100201,1470,1470
Les Allin,19920412,1403,92121,20100604,1829,1829
,Fe Taber,01/01/1900,769,92161,20100601,-153.6,1024
Demarcus Edler,05/15/1987,555,92123,20100401,1622,1622
Sherron Sigala,01/01/1900,2125,92166,20100801,1741,1741
Merilyn Branscum,01/01/1900,1668,92115,20120301,1458,1458
Delpha Stamand,03/18/1971,548,92111,20100402,1685,1685
Ranee Bessler,01/01/1900,1914,92174,20100302,1773,1773
Erminia Boehmer,19000101,713,92159,20101201,1791,1791
Jaquelyn Brower,01/01/1900,1050,92170,20111002,1661,1661
Russ Mchale,04/20/1977,2015,92137,20100901,1744,1744
Carlo Harrelson,01/01/1900,304,92194,20100204,1642,1642
,Shelley Craw,01/01/1900,2112,92184,20100301,1728,1728
Xiomara Blanks,08/15/1970,2440,92165,20120405,1974,1974
Pamella Birchfield,01/01/1900,1855,92184,20111101,1051,1051
Tricia Seevers,01/06/1993,2326,92116,20100401,1739,1739
,Colene Goff,08/14/1950,437,92163,10/11/2010,2027,1843
Lynnette Amsler,11/26/1989,1499,92117,20110901,1179,1179
Emile Farney,01/01/1900,687,92126,20100801,2037,2037
Wanda Crowden,01/01/1900,2404,92198,20100901,1462,1462
Onita Saylor,01/01/1900,1845,92142,03/07/2011,842,842
Jeffie Helzer,01/01/1900,1084,92152,09/01/2010,1904,1904
Shannon Muldrew,19000101,2078,92119,20100601,1506,1506
Lovella Boroughs,07/11/1978,1462,92186,20101201,1452,1452
Toshiko Sacco,01/01/1900,2310,92187,11/03/2011,692,692
Tamala Luciano,06/23/1999,2202,92104,05/01/2011,1234,1234
Shanda Wyche,08/20/1964,2069,92105,20120701,1544,1544
Ellsworth Maclennan,01/01/1900,667,92145,20120901,924,924
Vada Pesina,07/26/1982,2351,92194,08/12/2012,1799,1636
Agatha Brindley,05/06/1986,17,92179,20110501,1059,1059
Angeles Bucholtz,01/01/1900,91,92122,20120307,1353,1353
Jeniffer Baysinger,01/01/1900,1094,92198,20110902,1246,1246
Sherice Fabre,01/01/1900,2117,92117,20120612,1369,1245
Willene Shears,01/01/1900,2429,92186,20100901,,1662
Delphia Palacio,01/01/1900,550,92128,20110501,1895,1895
Ethan Mosteller,08/08/2018,722,92199,20100701,1844,1844
Wanetta Fyfe,01/01/1900,2408,92113,20120201,1916,1916
Dahlia Quade,01/01/1900,467,92198,20110801,1566,1566
Roy Seth,11/20/2006,2000,92126,20101101,1575,1575
Michaele Bachelor,19000101,1684,92114,20110901,989,989
Jonelle Trogdon,01/01/1900,1142,92124,20100425,1028,894
Clorinda Looby,09/04/1980,431,92127,20101106,1287,1287
Clemente Gingerich,01/01/1900,420,92108,20110901,1484,1484
Leola Derrickson,01/01/1900,1389,92171,20110501,1421,1421
Lisha Penick,10/19/1991,1428,92115,20120901,1624,1624
Tessie Calfee,01/01/1900,2257,92150,20101108,1348,1348
Nery Villafana,04/19/1980,1775,92101,04/12/2010,2377,1902
Tosha Aquilar,01/01/1900,2309,92120,20110701,1652,1652
Britni Friel,03/17/1981,247,92195,20110301,1370,1370
Linsey Stotler,12/04/2001,1425,92153,20101201,1821,1821
,Lucretia Covert,12/15/1991,1476,92132,20110601,1534,1534
Karole Carignan,01/01/1900,1198,92138,20110901,894,894
Ahmed Lisby,01/15/1959,24,92103,20100901,1641,1641
Deneen Yeaman,01/01/1900,559,92135,20120601,1815,1815
Cecile Dall,02/05/1996,345,92171,20111101,1768,1768
Nichelle Fergerson,01/01/1900,1783,92129,20111202,1659,1659
Leandra Anstine,01/01/1900,1358,92171,20120809,1948,1559
Gregoria Brucker,01/01/1900,887,92122,20120901,1159,1159
Donnie Standish,01/01/1900,599,92129,20110902,1669,1669
Delora Conlee,01/01/1900,546,92162,20110110,1338,1217
Fawn Sage,10/17/1979,756,92103,20111217,2063,1794
Marlys Mulvihill,01/01/1900,1610,92132,20101001,1343,1343
Nicolle Swigert,02/05/1984,1794,92170,03/02/2011,1780,1780
Leisa Pettry,01/01/1900,1378,92175,20120101,1379,1379
Lore Baird,19000101,1447,92167,20100802,1220,1220
Karole Carignan,01/01/1900,1198,92138,20100501,894,894
Noreen Porras,08/09/1989,1815,92132,20100609,2157,1961
Franklin Scrivens,02/19/1995,800,92195,05/03/2012,1667,1667
Xiomara Mcnabb,01/20/1968,2441,92177,20110202,1227,1227
Bryant Axley,06/25/1947,255,92196,20111001,1750,1750
Therese Faunce,12/22/1982,2262,92115,20100401,1392,1392
Russ Mchale,04/20/1977,2015,92137,20100701,1744,1744
,Gerry Hitchman,01/01/1900,841,92108,20110701,1874,1874
Suzanna Hardee,01/01/1900,2194,92192,20110501,1800,1800
Inge Campion,01/01/1900,973,92192,20110901,1828,1828
Russ Mchale,04/20/1977,2015,92137,20101101,1744,1744
Keeley Bumgardner,01/01/1900,1227,92104,20100401,1422,1422
Zaida Koepke,01/08/1965,2467,92109,20100507,1436,1436
Miranda Zickefoose,01/01/1900,1710,92170,20100801,1882,1882
Tandy Ammann,12/02/1992,2215,92153,20101101,1438,1438
Malik Alexandre,11/02/1984,1541,92116,20120802,1508,1508
Arlette Maclean,01/01/1900,141,92196,10/09/2010,1721,1565
Jordon Shadley,01/01/1900,1147,92184,20110501,1467,1467
Kirk Ricard,12/11/1973,1261,92122,20120801,1745,1745
Anisa Gammill,12/15/1981,104,92116,20101001,1524,1524
Harlan Colletti,04/22/1973,909,92105,20120603,1033,1033
Ethan Mosteller,08/08/2018,723,92198,20110701,1287,1287
Abbey Kluth,01/01/1900,2,92198,20120428,1861,1619
Margarette Neitzel,01/01/1900,1564,92177,20110105,1351,1351
Tammie Beggs,19000101,2210,92172,03/01/2012,1499,1499
Karisa Tarlton,01/01/1900,1195,92179,20111001,1559,1559
Catrice Tyree,04/14/1978,340,92116,20110701,1364,1364
Jani Brannon,01/01/1900,1040,92165,20120203,1275,1275
Brooke Novello,01/01/1900,249,92179,06/01/2010,1659,1659
Paola Buerger,19000101,1860,92193,20100302,1187,1187
Muriel Shorey,19000101,1734,92138,20100401,1508,1508
Carline Restrepo,01/06/1963,302,92176,20120202,1322,1322
Arline Aceto,01/01/1900,143,92112,20110901,1639,1639
Melaine Wiemann,07/27/1992,1653,92111,20100301,1334,1334
Keturah Sheehan,10/16/1991,1248,92190,20110304,1057,1057
Lettie Houchins,01/01/1900,1410,92155,20110202,1133,1133
Gretchen Corbo,08/01/1974,888,92166,20100401,1211,1211
,Katherine Jelley,19000101,1212,92186,20101101,1238,1238
Nobuko Mcenaney,01/01/1900,1803,92177,20100201,1653,1653
Beverley Lister,09/17/1980,210,92168,20111201,1149,1149
Breanna Hodgkins,19660420,241,92129,20101201,1213,1213
Germaine Ritzer,10/24/1978,839,92158,20120806,1428,1428
Eusebio Seo,12/14/2006,742,92107,20110101,823,823
Yuonne Harpster,01/01/1900,2463,92198,20100801,1726,1726
Rose Marin,01/01/1900,1989,92176,20100809,2123,1930
Georgette Kowalczyk,12/05/1986,834,92136,20111007,2303,2303
Marlon Guarnieri,01/01/1900,1609,92112,20100901,1267,1267
Cherise Chaney,01/01/1900,383,92132,11/01/2010,1789,1789
Shawnee Retherford,01/23/1995,2102,92147,04/02/2010,2042,2042
Violeta Cleary,01/01/1900,2388,92108,20111001,1230,1230
Valeria Banerjee,01/01/1900,2353,92137,20110701,1586,1586
Leigh Stoll,06/19/1963,1375,92101,20100601,1141,1141
Oscar Howarth,01/01/1900,1846,92182,20120401,1150,1150
Chau Well,01/01/1900,376,92111,20101201,1191,1191
Noreen Kerschner,02/20/1975,1812,92139,20100905,1730,1384
Catrice Tyree,04/14/1978,340,92116,20120201,1364,1364
Therese Carrier,19000101,2261,92196,20111201,1593,1593
Kiara Brathwaite,04/07/1982,1249,92121,20120403,1417,1417
Tiny Whidbee,01/01/1900,2282,92101,20111101,2018,2018
Jerlene Rummel,01/01/1900,1102,92117,20120702,,1234
Maryland Ashmore,01/01/1900,1630,92131,20100601,1957,1957
Glady Sautter,01/01/1900,867,92177,20110105,1736,1736
Tosha Aquilar,01/01/1900,2309,92120,20100601,1652,1652
,Ngoc Milner,08/02/1959,1781,92108,20110630,2018,1755
Sanora Bondy,05/25/2014,2047,92126,20110401,1374,1374
Randolph Gillies,01/22/1966,1913,92115,20101203,2335,2335
Xiomara Mcnabb,01/20/1968,2441,92177,20110407,1227,1227
Margarete Gallivan,04/16/1989,1558,92138,20120110,1637,1489
Kerstin Hypolite,01/01/1900,1245,92110,20111201,1082,1082
David Hyre,11/14/1974,516,92104,09/01/2011,1489,1489
Breanna Bowden,02/20/1964,240,92167,20111201,1623,1623
Helga Deshon,01/01/1900,928,92149,20100401,2034,2034
Alyssa Mintz,01/01/1900,76,92198,20120201,1726,1726
Roxana Godard,01/01/1900,1996,92112,20110401,2007,2007
Charity Robbins,03/14/1963,367,92102,20120101,1787,1787
Dion Justin,19000101,581,92113,20120301,1571,1571
Mariko Austell,10/27/1978,1588,92122,20120501,1175,1175
Thuy Barefoot,07/03/1990,2272,92155,20111101,1490,1490
Delana Fino,01/17/1981,537,92126,20120401,1412,1412
Ka Evensen,01/01/1900,1180,92190,20111201,1447,1447
Lovella Boroughs,07/11/1978,1462,92186,20120401,1452,1452
Sharda Weld,12/01/1989,2086,92133,20100810,2792,2234
Ernest Mulkey,01/01/1900,717,92137,20111104,1509,1509
Aundrea Rench,04/22/1961,163,92132,20101004,1517,1517
Korey Whetsel,08/23/1965,1275,92187,20110111,1734,1577
Lora Moyes,19880111,1446,92104,20100401,1906,1906
Jerilyn Dunson,01/01/1900,1100,92187,20110401,928,928
Ursula Celestine,07/05/1989,2350,92166,20120201,1667,1667
Janita Noss,03/17/1975,1046,92154,20100301,1343,1343
Lee Rumsey,19670324,1369,92177,02/01/2012,1305,1305
Loma Baskins,01/01/1900,1442,92109,20110201,1681,1681
Marlene Steenbergen,03/25/1974,1606,92166,20110201,1609,1609
Rosaline Ohlson,02/20/1993,1976,92196,20110501,1515,1515
Lyman Deer,03/11/1970,1492,92128,20101203,1616,1616
,Elidia Despain,02/08/1960,658,92124,20100609,2137,1943
Janetta Bassett,01/01/1900,1036,92138,20110701,1119,1119
Jacalyn Wight,03/20/1992,998,92147,20101001,1531,1531
Malcolm Bankhead,12/01/1978,1539,92126,20120609,1191,1083
Danny Charland,04/28/1989,494,92108,20111007,1333,1333
Soo Goshorn,01/01/1900,2161,92109,20111009,2463,1971
Polly Eaker,11/12/1972,1891,92165,20111019,1569,1365
Sean Proctor,01/01/1900,2057,92117,04/10/2012,2161,1965
Mac Straley,19850524,1509,92102,20120101,1872,1872
Natosha Mccafferty,11/22/1998,1770,92136,20120101,1721,1721
Jule Lemmond,03/25/1971,1167,92138,05/06/2012,1391,1391
Precious Courtemanche,04/19/1972,1895,92186,20110205,1638,1638
Stasia Schindler,19000101,2174,92127,20101001,2277,2277
Fletcher Omara,09/25/1977,779,92123,20120701,1460,1460
Carol Dacosta,07/05/1987,317,92150,20110801,1446,1446
Korey Valasquez,01/01/1900,1273,92159,20100401,1366,1366
Hope Torrance,09/21/1991,954,92198,20120701,879,879
Arletha Plumadore,01/01/1900,140,92111,20100801,1501,1501
Michaele Bachelor,19000101,1684,92114,20101101,989,989
Abel Emmett,01/17/1974,3,92107,20101001,1802,1802
Jene Aguiar,01/01/1900,1087,92135,20110105,1051,1051
Korey Whetsel,08/23/1965,1275,92187,20120219,1813,1577
,Justine Wu,01/01/1900,1177,92107,20110101,1580,1580
Winford Weiler,01/01/1900,2438,92145,20111006,1654,1654
Nobuko Mcenaney,01/01/1900,1803,92177,20120601,1653,1653
Cory Savage,08/18/1984,454,92117,20120301,1750,1750
Mignon Funes,19000101,1696,92175,20120501,1540,1540
Lane Scroggs,01/01/1900,1316,92160,20100801,1364,1364
Callie Kulinski,01/01/1900,275,92104,03/01/2011,1770,1770
Nan Kueter,01/28/1963,1754,92135,20110501,1536,1536
Cherilyn Kelsey,04/13/1988,382,92108,20120701,1515,1515
Dustin Goucher,01/01/1900,614,92182,20101017,1482,1289
Tabatha Wysong,01/01/1900,2197,92174,20100201,1630,1630
Shila Winn,04/27/2008,2133,92120,20110204,1385,1385
,Josphine Shead,01/01/1900,1159,92167,20100901,1714,1714
Chad Tsan,01/01/1900,353,92122,20100501,1217,1217
Carolynn Torgrimson,06/17/1977,326,92199,20110901,1491,1491
Henry Bingman,01/01/1900,933,92187,04/01/2012,1892,1892
Zoila Faler,11/20/1966,2472,92112,20110901,1396,1396
Becky Oh,11/02/1981,188,92182,20111001,994,994
Keeley Bumgardner,01/01/1900,1228,92133,20110501,1235,1235
Lelah Capshaw,03/28/1986,1379,92169,20120505,2121,2121
Jeff Mckeller,01/01/1900,1086,92110,20120511,1256,1142
Santiago Demaria,08/08/1979,2051,92128,20110101,2003,2003
Krysten Scruggs,01/01/1900,1285,92111,20101201,1824,1824
Dawna Raso,01/02/1991,519,92129,20120401,1819,1819
,Gussie Breitenbach,01/01/1900,890,92179,20110401,1840,1840
Shirleen Higby,08/08/1932,2134,92153,04/01/2011,1588,1588
Joselyn Plattner,02/01/1977,1153,92113,20120202,1720,1720
Sadie Selph,07/21/1987,2029,92191,20111001,1400,1400
Kurt Diver,04/22/1964,1291,92149,20120914,1173,939
Noelia Weckerly,01/04/1978,1805,92177,20100501,1344,1344
Dawn Nicely,01/01/1900,520,92169,20120602,1835,1835
Chery Stinson,01/01/1900,387,92122,20110328,1687,1467
Kirstin Greenleaf,04/10/1970,1264,92164,20100201,1070,1070
